n,p,n_steps,time,bottom_reached,n_threads
53,0.8,68,0.00200009,1,5
66,0.9,74,0.00300002,1,5
53,0.9,60,0.000999928,1,5
53,1,54,0.00100017,1,5
54,0.1,5,0,0,5
54,0.2,4,0,0,5
54,0.3,3,0.000999928,0,5
84,0.7,128,0.00500011,1,5
54,0.4,9,0,0,5
66,1,67,0.00399995,1,5
67,0.1,4,0,0,5
54,0.5,47,0.000999928,0,5
67,0.2,4,0.000999928,0,5
67,0.3,11,0.00100017,0,5
54,0.6,91,0.00300002,0,5
67,0.4,13,0.000999928,0,5
84,0.8,106,0.00399995,1,5
54,0.7,102,0.00200009,1,5
67,0.5,33,0.00200009,0,5
54,0.8,65,0.000999928,1,5
84,0.9,94,0.00399995,1,5
54,0.9,63,0.000999928,1,5
54,1,55,0.00100017,1,5
55,0.1,5,0.000999928,0,5
55,0.2,4,0,0,5
55,0.3,6,0,0,5
55,0.4,8,0.000999928,0,5
84,1,85,0.00300002,1,5
85,0.1,2,0.000999928,0,5
55,0.5,41,0.000999928,0,5
85,0.2,5,0,0,5
85,0.3,5,0.00100017,0,5
85,0.4,9,0.000999928,0,5
67,0.6,131,0.0079999,1,5
55,0.6,73,0.00200009,0,5
85,0.5,22,0.00200009,0,5
55,0.7,82,0.00200009,1,5
55,0.8,74,0.00199986,1,5
67,0.7,102,0.00500011,1,5
55,0.9,63,0.00100017,1,5
55,1,56,0.00199986,1,5
56,0.1,3,0.00100017,0,5
56,0.2,4,0,0,5
56,0.3,8,0.000999928,0,5
67,0.8,85,0.00399995,1,5
56,0.4,6,0,0,5
56,0.5,11,0.000999928,0,5
67,0.9,76,0.00399995,1,5
56,0.6,65,0.00300002,0,5
56,0.7,86,0.00300002,1,5
67,1,68,0.00300002,1,5
68,0.1,2,0,0,5
68,0.2,5,0.000999928,0,5
68,0.3,9,0,0,5
68,0.4,8,0.00100017,0,5
56,0.8,72,0.00300002,1,5
68,0.5,17,0.000999928,0,5
85,0.6,241,0.017,1,5
56,0.9,65,0.000999928,1,5
56,1,58,0.00200009,1,5
57,0.1,3,0,0,5
57,0.2,4,0,0,5
57,0.3,7,0,0,5
68,0.6,106,0.00399995,1,5
57,0.4,7,0.000999928,0,5
57,0.5,34,0.000999928,0,5
68,0.7,107,0.00300002,1,5
85,0.7,118,0.00900006,1,5
57,0.6,174,0.00400019,1,5
68,0.8,82,0.00200009,1,5
57,0.7,101,0.00199986,1,5
68,0.9,78,0.00300002,1,5
57,0.8,78,0.00200009,1,5
68,1,69,0.00199986,1,5
69,0.1,3,0,0,5
57,0.9,65,0.000999928,1,5
69,0.2,6,0,0,5
69,0.3,6,0.000999928,0,5
57,1,58,0.00200009,1,5
69,0.4,13,0.00100017,0,5
58,0.1,3,0,0,5
85,0.8,104,0.00699997,1,5
58,0.2,6,0,0,5
58,0.3,5,0,0,5
58,0.4,13,0.000999928,0,5
69,0.5,34,0.000999928,0,5
58,0.5,51,0.00200009,0,5
58,0.6,39,0.000999928,0,5
58,0.7,86,0.00200009,1,5
69,0.6,143,0.00600004,1,5
85,0.9,95,0.00699997,1,5
58,0.8,73,0.00199986,1,5
58,0.9,66,0.000999928,1,5
69,0.7,100,0.00300002,1,5
58,1,59,0.00200009,1,5
59,0.1,3,0,0,5
59,0.2,3,0,0,5
59,0.3,5,0,0,5
59,0.4,7,0.000999928,0,5
69,0.8,87,0.00199986,1,5
59,0.5,30,0.00100017,0,5
85,1,86,0.00600004,1,5
86,0.1,3,0.000999928,0,5
69,0.9,80,0.00300002,1,5
86,0.2,5,0.000999928,0,5
86,0.3,12,0.00100017,0,5
69,1,70,0.00200009,1,5
70,0.1,2,0,0,5
70,0.2,3,0,0,5
86,0.4,6,0.000999928,0,5
70,0.3,5,0.000999928,0,5
59,0.6,217,0.00499988,1,5
70,0.4,9,0,0,5
70,0.5,25,0.00200009,0,5
59,0.7,82,0.00200009,1,5
86,0.5,46,0.00399995,0,5
59,0.8,72,0.00199986,1,5
70,0.6,86,0.00399995,0,5
59,0.9,69,0.00200009,1,5
59,1,60,0.000999928,1,5
60,0.1,6,0,0,5
60,0.2,4,0.00100017,0,5
60,0.3,18,0,0,5
60,0.4,8,0.000999928,0,5
70,0.7,104,0.00300002,1,5
86,0.6,106,0.00699997,0,5
60,0.5,68,0.00200009,0,5
70,0.8,89,0.00300002,1,5
60,0.6,27,0.00199986,0,5
70,0.9,80,0.00399995,1,5
60,0.7,83,0.00300002,1,5
86,0.7,128,0.00800014,1,5
60,0.8,78,0.00399995,1,5
70,1,71,0.00399995,1,5
71,0.1,3,0.00100017,0,5
71,0.2,6,0,0,5
71,0.3,7,0.000999928,0,5
60,0.9,69,0.00300002,1,5
71,0.4,14,0.00200009,0,5
60,1,61,0.00200009,1,5
71,0.5,20,0.00199986,0,5
86,0.8,108,0.0079999,1,5
86,0.9,97,0.00699997,1,5
71,0.6,184,0.00900006,1,5
86,1,87,0.00699997,1,5
87,0.1,2,0,0,5
87,0.2,4,0.00100017,0,5
71,0.7,120,0.00600004,1,5
87,0.3,6,0.000999928,0,5
87,0.4,18,0.00300002,0,5
71,0.8,87,0.00399995,1,5
87,0.5,15,0.000999928,0,5
71,0.9,79,0.00300002,1,5
71,1,72,0.00199986,1,5
72,0.1,2,0,0,5
72,0.2,3,0.00100017,0,5
72,0.3,6,0,0,5
72,0.4,10,0.000999928,0,5
72,0.5,10,0.000999928,0,5
87,0.6,145,0.00800014,0,5
72,0.6,117,0.00400019,1,5
87,0.7,134,0.00499988,1,5
72,0.7,99,0.00299978,1,5
72,0.8,88,0.00300002,1,5
87,0.8,109,0.00500011,1,5
72,0.9,82,0.00200009,1,5
72,1,73,0.00200009,1,5
87,0.9,98,0.00399995,1,5
73,0.1,4,0,0,5
73,0.2,3,0,0,5
73,0.3,15,0.000999928,0,5
73,0.4,9,0.000999928,0,5
87,1,88,0.00300002,1,5
88,0.1,3,0.000999928,0,5
73,0.5,51,0.00300002,0,5
88,0.2,7,0.000999928,0,5
88,0.3,5,0.00100017,0,5
88,0.4,8,0.000999928,0,5
88,0.5,18,0.00300002,0,5
73,0.6,161,0.00500011,1,5
73,0.7,102,0.00399995,1,5
73,0.8,90,0.00300002,1,5
73,0.9,81,0.00200009,1,5
73,1,74,0.00300002,1,5
74,0.1,3,0,0,5
74,0.2,5,0,0,5
74,0.3,6,0.000999928,0,5
74,0.4,16,0.000999928,0,5
88,0.6,186,0.0149999,1,5
74,0.5,27,0.00200009,0,5
74,0.6,160,0.00600004,1,5
88,0.7,124,0.00700021,1,5
74,0.7,107,0.00399995,1,5
88,0.8,111,0.0059998,1,5
74,0.8,92,0.00300002,1,5
74,0.9,83,0.00300002,1,5
88,0.9,99,0.00500011,1,5
74,1,75,0.00300002,1,5
75,0.1,2,0,0,5
75,0.2,4,0,0,5
75,0.3,6,0.000999928,0,5
75,0.4,14,0.000999928,0,5
88,1,89,0.00399995,1,5
89,0.1,3,0.000999928,0,5
89,0.2,5,0,0,5
75,0.5,23,0.00200009,0,5
89,0.3,7,0.00100017,0,5
89,0.4,16,0.00199986,0,5
89,0.5,28,0.00200009,0,5
75,0.6,127,0.00499988,1,5
75,0.7,112,0.00400019,1,5
75,0.8,94,0.00299978,1,5
75,0.9,84,0.00199986,1,5
89,0.6,232,0.0120001,1,5
75,1,76,0.00300002,1,5
76,0.1,2,0,0,5
76,0.2,3,0.00100017,0,5
76,0.3,5,0,0,5
76,0.4,14,0.000999928,0,5
76,0.5,12,0.000999928,0,5
89,0.7,124,0.00699997,1,5
76,0.6,72,0.00600004,0,5
89,0.8,107,0.00499988,1,5
89,0.9,101,0.00500011,1,5
76,0.7,112,0.00600004,1,5
76,0.8,93,0.00600004,1,5
89,1,90,0.00699997,1,5
90,0.1,4,0,0,5
90,0.2,3,0.000999928,0,5
90,0.3,7,0.00100017,0,5
76,0.9,84,0.00499988,1,5
90,0.4,11,0.00199986,0,5
90,0.5,26,0.00399995,0,5
76,1,77,0.00500011,1,5
77,0.1,3,0,0,5
77,0.2,4,0.000999928,0,5
77,0.3,4,0,0,5
77,0.4,9,0.000999928,0,5
77,0.5,17,0.00200009,0,5
90,0.6,153,0.0110002,1,5
77,0.6,156,0.00699997,1,5
77,0.7,118,0.00500011,1,5
90,0.7,138,0.0079999,1,5
77,0.8,96,0.00499988,1,5
77,0.9,86,0.00300002,1,5
90,0.8,110,0.00900006,1,5
77,1,79,0.00499988,1,5
78,0.1,2,0,0,5
78,0.2,4,0.00100017,0,5
78,0.3,8,0.000999928,0,5
78,0.4,8,0.000999928,0,5
90,0.9,100,0.0079999,1,5
78,0.5,31,0.00300002,0,5
90,1,91,0.00699997,1,5
91,0.1,2,0.00100017,0,5
91,0.2,6,0.000999928,0,5
91,0.3,7,0.000999928,0,5
91,0.4,20,0.00300002,0,5
78,0.6,191,0.013,1,5
78,0.7,114,0.00800014,1,5
91,0.5,78,0.00999999,0,5
78,0.8,97,0.00600004,1,5
78,0.9,88,0.0059998,1,5
91,0.6,219,0.0140002,1,5
78,1,79,0.00500011,1,5
79,0.1,2,0.000999928,0,5
79,0.2,7,0.000999928,0,5
79,0.3,8,0.00100017,0,5
79,0.4,19,0.00199986,0,5
91,0.7,129,0.0059998,1,5
79,0.5,27,0.00300002,0,5
91,0.8,114,0.00600004,1,5
91,0.9,105,0.00500011,1,5
79,0.6,151,0.00999999,1,5
91,1,92,0.00399995,1,5
92,0.1,3,0.000999928,0,5
92,0.2,5,0.00100017,0,5
92,0.3,5,0,0,5
79,0.7,116,0.00500011,1,5
92,0.4,7,0.000999928,0,5
92,0.5,15,0.00199986,0,5
79,0.8,102,0.00300002,1,5
79,0.9,88,0.00399995,1,5
79,1,80,0.00200009,1,5
92,0.6,112,0.00800014,0,5
80,0.1,3,0.000999928,0,5
80,0.2,6,0,0,5
80,0.3,5,0.000999928,0,5
80,0.4,12,0.00100017,0,5
80,0.5,17,0.000999928,0,5
92,0.7,130,0.00600004,1,5
80,0.6,140,0.00699997,1,5
92,0.8,115,0.00499988,1,5
80,0.7,110,0.00399995,1,5
92,0.9,103,0.00500011,1,5
80,0.8,98,0.00300002,1,5
92,1,93,0.00399995,1,5
80,0.9,92,93,0.00300002,1,5
0.1,4,0.000999928,0,5
93,0.2,5,0,0,5
93,0.3,5,0.00100017,0,5
80,1,81,0.00300002,1,5
93,0.4,19,0.00199986,0,5
93,0.5,39,0.00300002,0,5
93,0.6,92,0.00699997,0,5
93,0.7,135,0.00600004,1,5
93,0.8,117,0.00600004,1,5
93,0.9,104,0.00399995,1,5
93,1,95,0.00399995,1,5
94,0.1,2,0.00100017,0,5
94,0.2,5,0,0,5
94,0.3,12,0.000999928,0,5
94,0.4,20,0.00200009,0,5
94,0.5,17,0.00199986,0,5
94,0.6,195,0.0109999,1,5
94,0.7,131,0.00600004,1,5
94,0.8,115,0.00500011,1,5
94,0.9,105,0.00399995,1,5
94,1,95,0.00399995,1,5
95,0.1,2,0.00100017,0,5
95,0.2,11,0.000999928,0,5
95,0.3,7,0,0,5
95,0.4,14,0.00199986,0,5
95,0.5,20,0.00200009,0,5
95,0.6,188,0.013,1,5
95,0.7,134,0.00999999,1,5
95,0.8,118,0.00500011,1,5
95,0.9,106,0.00499988,1,5
95,1,97,0.00399995,1,5
96,0.1,3,0.00100017,0,5
96,0.2,6,0,0,5
96,0.3,9,0.000999928,0,5
96,0.4,13,0.00200009,0,5
96,0.5,68,0.0059998,0,5
96,0.6,116,0.0140002,0,5
96,0.7,134,0.00999999,1,5
96,0.8,123,0.0079999,1,5
96,0.9,108,0.00500011,1,5
96,1,97,0.00399995,1,5
97,0.1,3,0,0,5
97,0.2,3,0.000999928,0,5
97,0.3,9,0.000999928,0,5
97,0.4,14,0.00100017,0,5
97,0.5,21,0.00199986,0,5
97,0.6,191,0.0120001,1,5
97,0.7,141,0.00600004,1,5
97,0.8,118,0.00600004,1,5
97,0.9,107,0.00499988,1,5
97,1,99,0.00399995,1,5
98,0.1,2,0.00100017,0,5
98,0.2,8,0.000999928,0,5
98,0.3,6,0,0,5
98,0.4,23,0.00300002,0,5
98,0.5,21,0.00200009,0,5
98,0.6,202,0.0109999,1,5
98,0.7,141,0.00699997,1,5
98,0.8,120,0.00699997,1,5
98,0.9,109,0.00500011,1,5
98,1,100,0.00499988,1,5
99,0.1,2,0,0,5
99,0.2,5,0.000999928,0,5
99,0.3,5,0.00100017,0,5
99,0.4,8,0.000999928,0,5
99,0.5,37,0.00300002,0,5
99,0.6,134,0.0109999,0,5
99,0.7,149,0.00699997,1,5
99,0.8,122,0.00700021,1,5
99,0.9,109,0.00499988,1,5
99,1,100,0.00500011,1,5
100,0.1,4,0.000999928,0,5
100,0.2,5,0,0,5
100,0.3,5,0.000999928,0,5
100,0.4,8,0.00100017,0,5
100,0.5,57,0.00499988,0,5
100,0.6,213,0.0139999,1,5
100,0.7,145,0.00699997,1,5
100,0.8,123,0.00700021,1,5
100,0.9,111,0.0059998,1,5
100,1,102,0.00500011,1,5
1,0.1,1,0,0,6
1,0.2,2,0,1,6
1,0.3,1,0,0,6
1,0.4,1,0,0,6
18,1,0.5,2,0.1,0219,6
0,0,6
1,0.6,1,0,0,6
1,0.7,2,0,1,6
1,0.8,2,0,1,6
1,0.9,2,0,1,6
18,1,1,2,0.2,2,0,1,6
0,0,6
2,0.1,1,0,0,6
2,35,0.2,1,0,0,6
0.1,2,0,0,6
2,0.3,3,0,1,6
2,0.4,2,0,0,6
18,0.3,2,0,0,6
2,0.5,3,0,1,6
2,0.6,3,0,1,6
2,0.7,3,0,1,6
2,0.8,3,0,1,6
52,0.1,2,0,0,6
2,0.9,3,0,1,6
18,0.4,5,0,0,6
2,1,3,0,1,6
35,0.2,2,0,0,6
3,0.1,2,0,0,6
3,0.2,3,0,0,6
85,0.1,2,0,0,6
3,0.3,2,0,0,6
18,0.5,4,0,0,6
69,0.1,3,0,0,6
3,0.4,5,0.000999928,1,6
3,0.5,2,0,0,6
3,0.6,4,0,1,6
35,0.3,4,0.000999928,0,6
3,0.7,5,0,1,6
3,0.8,5,0,1,6
3,0.9,5,0,1,6
52,0.2,3,3,0.000999928,0,6
1,4,0,1,6
4,0.1,2,0,0,6
4,0.2,1,0,0,6
4,0.3,1,0,0,6
4,18,0.4,5,0,0,6
0.6,27,0.000999928,1,6
4,0.5,2,0,0,6
4,0.6,6,0,1,6
4,0.7,2,0,0,6
35,0.4,10,0,0,6
4,0.8,7,0,1,6
4,0.9,6,0,1,6
4,1,5,0,1,6
5,0.1,1,0,0,6
85,0.2,4,0.000999928,0,6
69,5,0.2,0,6,0,0,6
0,0,6
52,0.3,6,0,0,6
5,0.3,3,0,0,6
18,0.7,30,0,1,6
5,0.4,6,0,0,6
5,0.5,3,0,0,6
5,0.6,2,0,0,6
5,0.7,7,0,1,6
5,0.8,7,0,1,6
18,0.8,22,0,1,6
5,0.9,7,0,1,6
35,0.5,22,0.00100017,0,6
5,1,6,0,1,6
6,0.1,1,0,0,6
6,0.2,1,0,0,6
6,0.3,6,0,0,6
6,0.4,3,0,0,6
18,0.9,21,0.00100017,1,6
6,0.5,5,0,0,6
6,0.6,3,0,0,6
52,0.4,17,0.00100017,0,6
69,0.3,8,0.00100017,0,6
6,0.7,16,0,1,6
18,1,19,0,1,6
6,0.8,10,0,1,6
19,0.1,2,0,0,6
6,0.9,8,0,1,6
6,1,7,0,1,6
85,0.3,8,19,0.00100017,0,6
0.2,6,7,0,0,6
0.1,2,0,0,6
7,0.2,2,0,0,6
7,0.3,8,0,0,6
19,0.3,7,0,0,6
7,0.4,6,0,0,6
7,0.5,10,0,1,6
19,0.4,11,0.000999928,0,6
7,0.6,9,0.000999928,1,6
7,0.7,15,0,1,6
52,0.5,25,0.000999928,0,6
19,0.5,14,0,0,6
35,0.6,65,0.000999928,1,6
7,0.8,12,0,1,6
7,0.9,9,0,1,6
7,1,8,0,1,6
69,0.4,10,0.000999928,0,6
8,0.1,2,0,0,6
8,0.2,1,0,0,6
8,0.3,2,0,0,6
8,0.4,2,0,0,6
19,0.6,34,0,1,6
8,0.5,6,0,0,6
8,0.6,14,0,1,6
8,0.7,16,0,1,6
19,0.7,27,0,1,6
8,0.8,10,0.000999928,1,6
85,0.4,9,0.00199986,0,6
8,0.9,12,0,1,6
8,1,9,0,1,6
9,0.1,1,0,0,6
35,0.7,53,0.000999928,1,6
9,0.2,2,19,0,0,6
0.8,25,0.000999928,1,6
9,0.3,2,0,0,6
9,0.4,2,0,0,6
9,0.5,5,0,0,6
9,0.6,6,0,0,6
19,0.9,23,0,1,6
9,0.7,12,0,1,6
9,0.8,12,0,1,6
69,0.5,13,0.000999928,0,6
19,1,20,0,1,6
9,0.9,11,0,1,6
20,0.1,2,0,0,6
9,1,10,0,1,6
10,0.1,1,0,0,6
20,0.2,2,0.000999928,0,6
10,0.2,2,0.000999928,0,6
10,0.3,2,0,0,6
20,0.3,5,0,0,6
10,0.4,4,0,0,6
10,0.5,4,0,0,6
35,0.8,53,0.000999928,1,6
20,10,0.4,9,0,0,6
0.6,9,0,0,6
10,0.7,18,0,1,6
52,0.6,122,0.00199986,1,6
10,0.8,13,0,1,6
20,0.5,28,0,0,6
10,0.9,13,0,1,6
10,1,11,0,1,6
11,0.1,2,0,0,6
11,0.2,2,0.00100017,0,6
11,0.3,8,0,0,6
20,0.6,51,0.00100017,1,6
35,0.9,42,0.00100017,1,6
11,0.4,9,0,0,6
11,0.5,16,0,1,6
20,0.7,33,0,1,6
11,0.6,17,0,1,6
20,0.8,26,0,1,6
11,0.7,16,0,1,6
20,0.9,24,0,1,6
11,0.8,14,0,1,6
35,1,36,0,1,6
11,0.9,15,20,0.000999928,1,2,,6
0.000999928,1,6
21,0.1,2,0,0,6
21,0.2,2,11,0,0,6
1,12,0,1,6
36,0.1,2,0.000999928,0,6
12,0.1,2,0,0,6
21,0.3,7,12,0,0,6
188,0.013,1,5
95,0.7,134,0.00999999,1,5
95,0.8,118,0.00500011,1,5
95,0.9,106,0.00499988,1,5
95,1,97,0.00399995,1,5
96,0.1,3,0.00100017,0,5
96,0.2,6,0,0,5
96,0.3,9,0.000999928,0,5
96,0.4,13,0.00200009,0,5
96,0.5,68,0.0059998,0,5
96,0.6,116,0.0140002,0,5
96,0.7,134,0.00999999,1,5
96,0.8,123,0.0079999,1,5
96,0.9,108,0.00500011,1,5
96,1,97,0.00399995,1,5
97,0.1,3,0,0,5
97,0.2,3,0.000999928,0,5
97,0.3,9,0.000999928,0,5
97,0.4,14,0.00100017,0,5
97,0.5,21,0.00199986,0,5
97,0.6,191,0.0120001,1,5
97,0.7,141,0.00600004,1,5
97,0.8,118,0.00600004,1,5
97,0.9,107,0.00499988,1,5
97,1,99,0.00399995,1,5
98,0.1,2,0.00100017,0,5
98,0.2,8,0.000999928,0,5
98,0.3,6,0,0,5
98,0.4,23,0.00300002,0,5
98,0.5,21,0.00200009,0,5
98,0.6,202,0.0109999,1,5
98,0.7,141,0.00699997,1,5
98,0.8,120,0.00699997,1,5
98,0.9,109,0.00500011,1,5
98,1,100,0.00499988,1,5
99,0.1,2,0,0,5
99,0.2,5,0.000999928,0,5
99,0.3,5,0.00100017,0,5
99,0.4,8,0.000999928,0,5
99,0.5,37,0.00300002,0,5
99,0.6,134,0.0109999,0,5
99,0.7,149,0.00699997,1,5
99,0.8,122,0.00700021,1,5
99,0.9,109,0.00499988,1,5
99,1,100,0.00500011,1,5
100,0.1,4,0.000999928,0,5
100,0.2,5,0,0,5
100,0.3,5,0.000999928,0,5
100,0.4,8,0.00100017,0,5
100,0.5,57,0.00499988,0,5
100,0.6,213,0.0139999,1,5
100,0.7,145,0.00699997,1,5
100,0.8,123,0.00700021,1,5
100,0.9,111,0.0059998,1,5
100,1,102,0.00500011,1,5
1,0.1,1,0,0,6
1,0.2,2,0,1,6
1,0.3,1,0,0,6
1,0.4,1,0,0,6
18,1,0.5,2,0.1,0219,6
0,0,6
1,0.6,1,0,0,6
1,0.7,2,0,1,6
1,0.8,2,0,1,6
1,0.9,2,0,1,6
18,1,1,2,0.2,2,0,1,6
0,0,6
2,0.1,1,0,0,6
2,35,0.2,1,0,0,6
0.1,2,0,0,6
2,0.3,3,0,1,6
2,0.4,2,0,0,6
18,0.3,2,0,0,6
2,0.5,3,0,1,6
2,0.6,3,0,1,6
2,0.7,3,0,1,6
2,0.8,3,0,1,6
52,0.1,2,0,0,6
2,0.9,3,0,1,6
18,0.4,5,0,0,6
2,1,3,0,1,6
35,0.2,2,0,0,6
3,0.1,2,0,0,6
3,0.2,3,0,0,6
85,0.1,2,0,0,6
3,0.3,2,0,0,6
18,0.5,4,0,0,6
69,0.1,3,0,0,6
3,0.4,5,0.000999928,1,6
3,0.5,2,0,0,6
3,0.6,4,0,1,6
35,0.3,4,0.000999928,0,6
3,0.7,5,0,1,6
3,0.8,5,0,1,6
3,0.9,5,0,1,6
52,0.2,3,3,0.000999928,0,6
1,4,0,1,6
4,0.1,2,0,0,6
4,0.2,1,0,0,6
4,0.3,1,0,0,6
4,18,0.4,5,0,0,6
0.6,27,0.000999928,1,6
4,0.5,2,0,0,6
4,0.6,6,0,1,6
4,0.7,2,0,0,6
35,0.4,10,0,0,6
4,0.8,7,0,1,6
4,0.9,6,0,1,6
4,1,5,0,1,6
5,0.1,1,0,0,6
85,0.2,4,0.000999928,0,6
69,5,0.2,0,6,0,0,6
0,0,6
52,0.3,6,0,0,6
5,0.3,3,0,0,6
18,0.7,30,0,1,6
5,0.4,6,0,0,6
5,0.5,3,0,0,6
5,0.6,2,0,0,6
5,0.7,7,0,1,6
5,0.8,7,0,1,6
18,0.8,22,0,1,6
5,0.9,7,0,1,6
35,0.5,22,0.00100017,0,6
5,1,6,0,1,6
6,0.1,1,0,0,6
6,0.2,1,0,0,6
6,0.3,6,0,0,6
6,0.4,3,0,0,6
18,0.9,21,0.00100017,1,6
6,0.5,5,0,0,6
6,0.6,3,0,0,6
52,0.4,17,0.00100017,0,6
69,0.3,8,0.00100017,0,6
6,0.7,16,0,1,6
18,1,19,0,1,6
6,0.8,10,0,1,6
19,0.1,2,0,0,6
6,0.9,8,0,1,6
6,1,7,0,1,6
85,0.3,8,19,0.00100017,0,6
0.2,6,7,0,0,6
0.1,2,0,0,6
7,0.2,2,0,0,6
7,0.3,8,0,0,6
19,0.3,7,0,0,6
7,0.4,6,0,0,6
7,0.5,10,0,1,6
19,0.4,11,0.000999928,0,6
7,0.6,9,0.000999928,1,6
7,0.7,15,0,1,6
52,0.5,25,0.000999928,0,6
19,0.5,14,0,0,6
35,0.6,65,0.000999928,1,6
7,0.8,12,0,1,6
7,0.9,9,0,1,6
7,1,8,0,1,6
69,0.4,10,0.000999928,0,6
8,0.1,2,0,0,6
8,0.2,1,0,0,6
8,0.3,2,0,0,6
8,0.4,2,0,0,6
19,0.6,34,0,1,6
8,0.5,6,0,0,6
8,0.6,14,0,1,6
8,0.7,16,0,1,6
19,0.7,27,0,1,6
8,0.8,10,0.000999928,1,6
85,0.4,9,0.00199986,0,6
8,0.9,12,0,1,6
8,1,9,0,1,6
9,0.1,1,0,0,6
35,0.7,53,0.000999928,1,6
9,0.2,2,19,0,0,6
0.8,25,0.000999928,1,6
9,0.3,2,0,0,6
9,0.4,2,0,0,6
9,0.5,5,0,0,6
9,0.6,6,0,0,6
19,0.9,23,0,1,6
9,0.7,12,0,1,6
9,0.8,12,0,1,6
69,0.5,13,0.000999928,0,6
19,1,20,0,1,6
9,0.9,11,0,1,6
20,0.1,2,0,0,6
9,1,10,0,1,6
10,0.1,1,0,0,6
20,0.2,2,0.000999928,0,6
10,0.2,2,0.000999928,0,6
10,0.3,2,0,0,6
20,0.3,5,0,0,6
10,0.4,4,0,0,6
10,0.5,4,0,0,6
35,0.8,53,0.000999928,1,6
20,10,0.4,9,0,0,6
0.6,9,0,0,6
10,0.7,18,0,1,6
52,0.6,122,0.00199986,1,6
10,0.8,13,0,1,6
20,0.5,28,0,0,6
10,0.9,13,0,1,6
10,1,11,0,1,6
11,0.1,2,0,0,6
11,0.2,2,0.00100017,0,6
11,0.3,8,0,0,6
20,0.6,51,0.00100017,1,6
35,0.9,42,0.00100017,1,6
11,0.4,9,0,0,6
11,0.5,16,0,1,6
20,0.7,33,0,1,6
11,0.6,17,0,1,6
20,0.8,26,0,1,6
11,0.7,16,0,1,6
20,0.9,24,0,1,6
11,0.8,14,0,1,6
35,1,36,0,1,6
11,0.9,15,20,0.000999928,1,2,,6
0.000999928,1,6
21,0.1,2,0,0,6
21,0.2,2,11,0,0,6
1,12,0,1,6
36,0.1,2,0.000999928,0,6
12,0.1,2,0,0,6
21,0.3,7,12,0,0,0.2,2,0.2,5,0,0,6
0,0,6
21,0.4,5,0,0,6
12,0.3,2,0,0,6
12,0.4,12,0,0,6
36,0.3,4,0,0,6
21,0.5,31,0,1,6
12,0.5,9,0,0,6
52,0.7,77,0.00200009,1,6
21,0.6,14,0,0,6
12,0.6,22,0,0,6
36,0.4,8,0,0,6
12,0.7,23,0.000999928,1,6
12,0.8,19,0,1,6
21,0.7,42,0.000999928,1,6
12,0.9,15,0,1,6
12,1,13,0,1,6
85,0.5,42,0.00399995,0,6
13,0.1,2,0,0,6
21,0.8,30,0,1,6
36,0.5,29,0.000999928,0,6
13,0.2,2,0,0,6
13,0.3,2,0,0,6
13,0.4,4,0,0,6
13,0.5,7,0,0,6
21,0.9,25,0.00100017,1,6
13,0.6,22,0.00100017,1,6
13,0.7,17,0,1,6
36,0.6,26,0.00100017,0,6
21,1,22,0,1,6
13,0.8,18,0,1,6
22,0.1,2,0,0,6
22,0.2,3,0,0,6
13,0.9,16,0,1,6
22,0.3,5,0,0,6
13,1,14,0,1,6
52,14,0.8,66,22,0.1,2,0.00200009,1,0,60
6
0.4,5,0,0,6
14,0.2,2,0,0,6
14,0.3,4,0,0,6
14,0.4,3,0.000999928,0,6
22,0.5,11,0.000999928,0,6
14,0.5,8,0,0,6
14,0.6,20,0,1,6
36,0.7,62,0.000999928,1,6
14,0.7,23,0,1,6
22,0.6,43,0,1,6
14,0.8,19,0,1,6
14,0.9,18,0,1,6
14,1,15,0.000999928,1,6
15,0.1,6,0,0,6
22,0.7,39,0.000999928,1,6
15,0.2,2,0,0,6
15,0.3,4,0,0,6
15,0.4,3,0,0,6
36,0.8,48,0.000999928,1,6
15,0.5,16,0,0,6
22,0.8,29,0,1,6
52,0.9,60,0.00199986,1,6
15,0.6,32,0,1,6
22,0.9,29,0,1,6
15,0.7,14,0.00100017,0,6
22,36,1,23,0.9,44,0.00100017,1,60.00100017
,1,6
15,0.8,24,0,1,6
23,0.1,2,0,0,6
23,0.2,3,0,0,6
15,0.9,19,0,1,6
23,0.3,6,0,0,6
15,1,16,0,1,6
23,0.4,8,0,0,6
69,0.6,186,0.00800014,1,6
16,0.1,2,0,0,6
16,0.2,5,0,0,6
0.5,6,0,0,6
16,0.3,4,0.000999928,0,6
36,1,37,0.000999928,1,6
16,0.4,7,0,0,6
37,0.1,2,0,0,6
16,0.5,15,0,0,6
37,0.2,4,0,0,6
52,1,54,0.00200009,1,6
23,0.6,40,0.000999928,0,6
16,0.6,33,0,1,6
53,0.1,3,0,0,6
37,0.3,13,0,0,6
23,0.7,38,0,1,6
16,0.7,24,0.000999928,1,6
53,0.2,3,0.000999928,0,6
37,850.4,6,0.000999928,0,6
0.6,66,0.00600004,0,6
23,0.8,29,0.000999928,1,6
16,0.8,30,0,1,6
53,0.3,8,0,0,6
16,0.9,21,0,1,6
23,0.9,27,0,1,6
16,1,17,0,1,6
17,0.1,2,0,0,6
17,0.2,2,0.000999928,0,6
23,1,24,0.000999928,1,6
37,,0.3,3,0.5,39,0,0,6
0.000999928,0,6
24,0.1,2,0,0,6
17,0.4,4,0,0,6
