n,p,n_steps,time,bottom_reached,n_threads
12,0.9,16,0,1,5
12,1,13,0,1,5
23,0.9,27,0,1,5
13,0.1,2,0,0,5
13,0.2,2,0,0,5
13,0.3,3,0,0,5
13,0.4,7,0,0,5
23,1,24,0.000999928,1,5
13,0.5,13,0.000999928,0,5
24,0.1,2,0,0,5
13,0.6,9,0,0,5
24,0.2,3,0,0,5
24,0.3,9,0,0,5
13,0.7,22,0,1,5
41,1,42,0.000999928,1,5
24,0.4,8,0,0,5
13,0.8,18,0,1,5
42,0.1,3,0,0,5
13,0.9,17,0,1,5
24,0.5,18,0,0,5
13,1,14,0,1,5
14,0.1,2,0,0,5
42,0.2,5,0.000999928,0,5
14,0.2,2,0.000999928,0,5
14,0.3,3,0,0,5
14,0.4,4,0,0,5
24,0.6,26,0.000999928,0,5
0.1,2,0,0,4
97,0.2,4,0.00100017,0,4
97,0.3,8,0.000999928,0,4
97,0.4,13,0.000999928,0,4
97,0.5,48,0.00500011,0,4
97,0.6,178,0.0119998,1,4
97,0.7,139,0.00800014,1,4
97,0.8,117,0.00600004,1,4
97,0.9,107,0.0059998,1,4
97,1,98,0.00500011,1,4
98,0.1,3,0,0,4
98,0.2,5,0.000999928,0,4
98,0.3,7,0.000999928,0,4
98,0.4,13,0.00100017,0,4
98,0.5,22,0.00300002,0,4
98,0.6,272,0.017,1,4
98,0.7,145,0.0079999,1,4
98,0.8,118,0.00699997,1,4
98,0.9,110,0.00600004,1,4
98,1,100,0.00500011,1,4
99,0.1,4,0.000999928,0,4
99,0.2,5,0,0,4
99,0.3,10,0.00200009,0,4
99,0.4,14,0.000999928,0,4
99,0.5,24,0.00300002,0,4
99,0.6,212,0.0139999,1,4
99,0.7,138,0.00800014,1,4
99,0.8,118,0.00699997,1,4
99,0.9,111,0.00600004,1,4
99,1,100,0.00499988,1,4
100,0.1,4,0.000999928,0,4
100,0.2,5,0.00100017,0,4
100,0.3,7,0,0,4
100,0.4,19,0.00300002,0,4
100,0.5,23,0.00300002,0,4
100,0.6,201,0.0109999,1,4
100,0.7,161,0.0079999,1,4
100,0.8,123,0.00600004,1,4
100,0.9,110,0.00600004,1,4
100,1,101,0.00499988,1,4
1,0.1,1,0,0,5
1,0.2,1,0,0,5
1,0.3,2,0,1,5
1,0.4,2,0,1,5
1,0.5,1,0,0,5
1,0.6,2,0,1,5
1,0.7,1,0,0,5
1,0.8,2,0,1,5
1,0.9,2,0,1,5
21,0.1,2,1,0,0,5
1,2,0,1,5
41,0.1,3,2,0,0,5
0.1,1,0,0,5
2,0.2,1,0,0,5
2,0.3,1,0,0,5
2,0.4,3,0,1,5
21,0.2,2,0,0,5
2,0.5,3,0,1,5
2,0.6,2,0,0,5
41,0.2,3,0,0,5
2,0.7,4,0,1,5
2,0.8,2,0,0,5
21,0.3,5,0,0,5
2,0.9,3,0,1,5
2,1,3,0,1,5
61,3,0.1,2,0.1,1,0,0,5
0,0,5
3,0.2,2,0,0,5
81,0.1,3,3,0,0,5
0.3,2,0,0,5
3,0.4,1,0,0,5
21,0.4,4,0,0,5
3,0.5,2,0,0,5
41,0.3,8,0,0,5
3,0.6,5,0,1,5
3,0.7,5,0.00100017,1,5
3,0.8,5,0,1,5
3,0.9,5,0,1,5
21,0.5,17,3,0.00100017,0,5
1,4,0,1,5
4,0.1,1,0,0,5
4,0.2,2,0,0,5
4,0.3,5,0,0,5
81,41,0.2,3,0.00100017,0,5
4,0.4,7,0,1,5
0.4,10,0.00100017,0,5
61,0.2,5,0.00100017,0,5
4,0.5,2,0,0,5
4,0.6,8,0,1,5
4,0.7,5,0,1,5
21,0.6,18,0,0,5
4,0.8,7,0,1,5
4,0.9,6,0,1,5
4,1,5,0,1,5
5,0.1,1,0,0,5
5,0.2,2,0,0,5
5,0.3,1,0,0,5
5,0.4,2,0,0,5
5,0.5,2,0,0,5
5,0.6,5,0,0,5
5,0.7,7,0,1,5
81,0.3,5,0,0,5
5,0.8,7,0,1,5
21,0.7,41,0,1,5
5,0.9,7,0,1,5
5,1,6,0,1,5
6,0.1,1,0,0,5
6,0.2,3,0,0,5
6,0.3,6,0,0,5
61,0.3,13,0.000999928,0,5
6,0.4,5,0,0,5
6,0.5,8,0,1,5
21,0.8,30,0.000999928,1,5
41,0.5,35,0.000999928,0,5
6,0.6,11,0,1,5
6,0.7,9,0,1,5
6,0.8,7,0,1,5
6,0.9,9,0,1,5
21,0.9,26,0,1,5
6,1,7,0,1,5
7,0.1,1,0,0,5
7,0.2,1,0,0,5
7,0.3,2,0,0,5
81,0.4,10,0.000999928,0,5
7,0.4,6,0,0,5
7,0.5,10,0,1,5
61,0.4,8,0,0,5
7,0.6,6,0,0,21
,
1,22,0,1,5
7,0.7,7,0,0,5
22,0.1,2,0,0,5
7,0.8,10,0,1,5
22,0.2,2,0,0,5
7,0.9,12,0.000999928,1,5
7,1,8,0,1,5
8,0.1,1,0,0,5
22,0.3,9,0.000999928,0,5
8,0.2,2,0,0,5
8,0.3,3,0,0,5
22,0.4,3,0,0,5
8,0.4,7,0,0,5
22,0.5,5,0,0,5
8,0.5,12,0,1,5
8,0.6,12,0,1,5
8,0.7,12,0,1,5
8,0.8,13,0,1,5
41,0.6,74,0.000999928,1,5
8,0.9,12,0,1,5
22,0.6,38,0,1,5
8,1,9,0,1,5
9,0.1,1,0,0,5
9,0.2,2,0,0,5
61,0.5,18,0.00200009,0,5
9,0.3,5,0.00100017,0,5
9,0.4,4,0,0,5
9,0.5,7,0,0,5
9,0.6,4,0,0,5
22,0.7,41,0.00100017,1,5
9,0.7,19,0,1,5
9,0.8,13,0,1,5
9,0.9,12,0,1,5
22,0.8,31,0,1,5
9,1,10,0,1,5
81,10,0.1,2,0.5,31,0,5
0.00200009,0,5
10,0.2,4,0,0,5
10,0.3,3,0,0,5
10,0.4,5,0,0,5
22,0.9,27,0,1,5
10,0.5,12,0.000999928,0,5
10,0.6,24,0,1,5
41,0.7,65,0.00200009,1,5
22,1,23,0,1,5
10,0.7,14,0,1,5
23,0.1,1,0,0,5
10,0.8,14,0,1,5
23,0.2,3,0,0,5
10,0.9,12,0,1,5
23,0.3,5,0,0,5
10,1,11,0,1,5
11,0.1,1,0,0,5
23,0.4,7,0,0,5
11,0.2,4,0,0,5
11,0.3,3,0,0,5
11,0.4,6,0,0,5
23,0.5,11,0,0,5
11,0.5,8,0,0,5
11,0.6,18,0.000999928,1,5
11,0.7,16,0,1,5
41,0.8,50,0.000999928,1,5
11,0.8,15,0,1,5
23,0.6,44,0.000999928,1,5
11,0.9,14,0,1,5
11,1,12,0,1,5
12,0.1,4,0,0,5
61,0.6,55,0.00199986,0,5
12,0.2,3,0,0,5
12,0.3,5,0,0,5
12,0.4,4,0,0,5
12,0.5,2,3,0,0,5
0.7,43,0,1,5
12,0.6,11,0.00100017,0,5
12,0.7,19,0,1,5
23,0.8,32,0.00100017,1,5
12,0.8,20,0,1,5
41,0.9,50,0.00100017,1,5
12,0.9,16,0,1,5
12,1,13,0,1,5
23,0.9,27,0,1,5
13,0.1,2,0,0,5
13,0.2,2,0,0,5
13,0.3,3,0,0,5
13,0.4,7,0,0,5
23,1,24,0.000999928,1,5
13,0.5,13,0.000999928,0,5
24,0.1,2,0,0,5
13,0.6,9,0,0,5
24,0.2,3,0,0,5
24,0.3,9,0,0,5
13,0.7,22,0,1,5
41,1,42,0.000999928,1,5
24,0.4,8,0,0,5
13,0.8,18,0,1,5
42,0.1,3,0,0,5
13,0.9,17,0,1,5
24,0.5,18,0,0,5
13,1,14,0,1,5
14,0.1,2,0,0,5
42,0.2,5,0.000999928,0,5
14,0.2,2,0.000999928,0,5
14,0.3,3,0,0,5
14,0.4,4,0,0,5
24,0.6,26,0.000999928,0,14,0.5,8,0,0,5
14,0.6,10,0,0,5
24,0.7,37,0,1,5
42,0.4,11,0,0,5
14,0.7,28,0,1,5
24,0.8,32,0,1,5
14,0.8,21,0.000999928,1,5
61,0.7,89,0.00399995,1,5
24,0.9,28,0.000999928,1,5
14,0.9,18,0,1,5
24,1,25,0,1,5
42,0.5,18,25,0,5
0.1,2,0,0,5
14,1,15,0,1,5
25,0.2,6,0,0,5
15,0.1,2,0,0,5
15,0.2,3,0,0,5
25,0.3,5,0,0,5
15,0.3,5,0,0,5
25,0.4,13,0,0,5
15,0.4,13,0,0,5
25,0.5,20,0,0,5
15,0.5,7,0.00100017,0,5
15,0.6,20,0,0,5
25,0.6,28,0.00100017,0,5
15,0.7,28,0,1,5
25,0.7,50,0,1,5
15,0.8,26,0,1,5
25,0.8,34,0,1,5
42,0.6,62,0.00100017,1,5
15,0.9,19,0.000999928,1,5
25,0.9,30,0.000999928,1,5
15,1,16,0,1,5
16,0.1,2,0,0,5
16,25,0.2,4,0,0,5
1,26,0,1,5
26,0.1,2,0,0,5
16,0.3,4,0,0,5
26,0.2,4,0,0,5
16,0.4,5,0,0,5
26,0.3,7,0,0,5
16,0.5,3,0,0,5
81,0.6,152,0.0079999,1,5
26,0.4,7,0,0,5
16,0.6,11,0,0,5
26,0.5,7,0,0,5
61,0.8,76,0.00300002,1,5
16,0.7,32,0.000999928,1,5
42,0.7,72,0.00199986,1,5
26,0.6,70,0.000999928,1,5
16,0.8,24,0,1,5
16,0.9,20,0,1,5
26,0.7,39,0,1,5
16,1,17,0.00100017,1,5
17,0.1,2,0,0,5
17,0.2,1,0,0,5
26,0.8,39,0.00100017,1,5
17,0.3,7,0,0,5
17,0.4,9,0,0,5
26,0.9,32,0,1,5
17,0.5,18,0,0,5
26,1,27,0,1,5
42,0.8,55,0.00100017,1,5
27,0.1,2,0,0,5
27,0.2,2,0,0,5
27,0.3,5,0.000999928,0,5
17,0.6,25,0.000999928,1,5
27,0.4,6,0,0,5
27,0.5,12,0,0,5
17,0.7,27,0,1,5
27,0.6,23,0,0,5
17,0.8,22,0,1,5
61,0.9,69,0.00200009,1,5
27,0.7,42,0,1,5
17,0.9,22,42,0.000999928,1,5
0.9,50,0.00199986,1,5
17,1,18,0,1,5
18,0.1,4,0,0,5
18,0.2,2,0,0,5
27,0.8,36,0,1,5
18,0.3,3,0,0,5
18,0.4,4,0,0,5
18,27,0.5,25,0.9,35,0.00100017,0,5
0.00100017,1,5
42,1,43,0.00100017,1,5
43,0.1,4,0,0,5
61,1,62,0.00200009,1,5
27,1,28,0,1,5
18,0.6,35,0,1,5
28,0.1,3,0,0,5
62,0.1,2,0,0,5
43,0.2,7,0,0,5
28,0.2,5,0,0,5
18,0.7,26,0,1,5
62,0.2,3,0,0,5
28,0.3,5,0,0,5
43,0.3,7,0.000999928,0,5
28,0.4,8,0.000999928,0,5
18,0.8,25,0.000999928,1,5
81,0.7,116,0.00600004,1,5
62,0.3,12,0.000999928,0,5
43,0.4,7,0,0,5
18,0.9,21,0,1,5
28,0.5,23,0,0,5
18,1,19,0,1,5
62,0.4,6,0,0,5
19,0.1,1,0,0,5
19,0.2,3,0,0,5
28,0.6,15,0,0,5
19,0.3,6,0.000999928,0,5
19,0.4,9,0,0,5
19,0.5,16,0,0,5
43,0.5,30,0.000999928,0,5
28,0.7,43,0.000999928,1,5
62,0.5,21,0.000999928,0,5
19,0.6,26,0,0,5
28,0.8,40,0.00100017,1,5
19,0.7,26,0.00100017,1,5
28,0.9,34,0,1,5
19,0.8,26,0,1,5
28,1,29,0,1,5
29,0.1,2,0,0,5
19,0.9,23,0,1,5
43,0.6,48,29,0.2,2,0,0,5
0.00100017,0,5
29,0.3,7,0.000999928,0,5
19,1,20,0.000999928,1,5
20,0.1,3,0,0,5
20,0.2,2,0,0,5
29,0.4,10,0,0,5
20,0.3,7,0,0,5
20,0.4,7,0,0,5
29,0.5,21,0,0,5
20,0.5,15,0,0,5
81,0.8,103,0.00399995,1,5
20,0.6,26,0.000999928,1,5
29,0.6,24,0.000999928,0,5
43,0.7,65,0.00199986,1,5
20,0.7,37,0,1,5
29,0.7,45,0.000999928,1,5
20,0.8,29,0.000999928,1,5
20,0.9,24,0,1,5
29,20,0.8,38,0,1,50,
21,0,1,5
43,0.8,55,0.000999928,1,5
29,0.9,34,0.00100017,1,5
29,1,30,0,1,5
30,0.1,2,0,0,5
30,0.2,7,0,0,5
30,0.3,5,0,0,5
30,0.4,9,0,0,5
62,0.6,112,0.00500011,1,5
30,0.5,21,0.000999928,0,5
43,0.9,50,0.00200009,1,5
30,0.6,60,0,1,5
81,0.9,91,0.00300002,1,5
30,0.7,44,0.000999928,1,5
43,1,44,0.000999928,1,5
30,0.8,38,0,1,5
44,0.1,3,0,0,5
30,0.9,35,0,1,5
44,0.2,3,0,0,5
30,1,31,0.00100017,1,5
31,0.1,3,0,0,5
44,0.3,8,0.00100017,0,5
31,0.2,3,0,0,5
31,0.3,6,0,0,5
44,0.4,5,0,0,5
31,0.4,12,0,0,5
31,0.5,15,0.000999928,0,5
62,0.7,91,0.00399995,1,5
31,0.6,65,0,1,5
81,1,82,0.00300002,1,5
44,0.5,34,0.000999928,0,5
31,0.7,45,0.000999928,1,5
82,0.1,4,0.000999928,0,5
31,0.8,41,0,1,5
82,0.2,3,0,0,5
44,0.6,29,0.00200009,0,5
31,0.9,38,0.00100017,1,5
82,0.3,4,0.00100017,0,5
31,1,32,0,1,5
32,0.1,2,0,0,5
32,0.2,2,0,0,5
32,0.3,4,0,0,5
32,0.4,16,0,0,5
32,0.5,11,0.000999928,0,5
32,0.6,12,0,0,5
82,0.4,14,0.000999928,0,5
44,0.7,68,0.000999928,1,5
32,0.7,63,0,1,5
62,0.8,80,0.00399995,1,5
32,0.8,43,0.000999928,1,5
32,0.9,37,0,1,5
44,0.8,56,0.00199986,1,5
32,1,33,0.000999928,1,5
33,0.1,4,0,0,5
33,0.2,8,0,0,5
33,0.3,5,0,0,5
33,0.4,8,0,0,5
82,0.5,33,0.00199986,0,5
33,0.5,26,0.00100017,0,5
44,0.9,50,0.00100017,1,5
33,0.6,28,0,0,5
62,0.9,70,0.00300002,1,5
33,0.7,65,0.000999928,1,5
33,0.8,42,0,1,5
44,1,45,0.000999928,1,5
45,0.1,2,0.000999928,0,5
45,0.2,3,0,0,5
33,0.9,41,0.000999928,1,5
45,0.3,5,0,0,5
45,0.4,7,0,0,5
33,1,34,0,1,5
34,0.1,2,0.00100017,0,5
34,0.2,3,0,0,5
34,,0.5,8,0,0,5
14,0.6,10,0,0,5
24,0.7,37,0,1,5
42,0.4,11,0,0,5
14,0.7,28,0,1,5
24,0.8,32,0,1,5
14,0.8,21,0.000999928,1,5
61,0.7,89,0.00399995,1,5
24,0.9,28,0.000999928,1,5
14,0.9,18,0,1,5
24,1,25,0,1,5
42,0.5,18,25,0,5
0.1,2,0,0,5
14,1,15,0,1,5
25,0.2,6,0,0,5
15,0.1,2,0,0,5
15,0.2,3,0,0,5
25,0.3,5,0,0,5
15,0.3,5,0,0,5
25,0.4,13,0,0,5
15,0.4,13,0,0,5
25,0.5,20,0,0,5
15,0.5,7,0.00100017,0,5
15,0.6,20,0,0,5
25,0.6,28,0.00100017,0,5
15,0.7,28,0,1,5
25,0.7,50,0,1,5
15,0.8,26,0,1,5
25,0.8,34,0,1,5
42,0.6,62,0.00100017,1,5
15,0.9,19,0.000999928,1,5
25,0.9,30,0.000999928,1,5
15,1,16,0,1,5
16,0.1,2,0,0,5
16,25,0.2,4,0,0,5
1,26,0,1,5
26,0.1,2,0,0,5
16,0.3,4,0,0,5
26,0.2,4,0,0,5
16,0.4,5,0,0,5
26,0.3,7,0,0,5
16,0.5,3,0,0,5
81,0.6,152,0.0079999,1,5
26,0.4,7,0,0,5
16,0.6,11,0,0,5
26,0.5,7,0,0,5
61,0.8,76,0.00300002,1,5
16,0.7,32,0.000999928,1,5
42,0.7,72,0.00199986,1,5
26,0.6,70,0.000999928,1,5
16,0.8,24,0,1,5
16,0.9,20,0,1,5
26,0.7,39,0,1,5
16,1,17,0.00100017,1,5
17,0.1,2,0,0,5
17,0.2,1,0,0,5
26,0.8,39,0.00100017,1,5
17,0.3,7,0,0,5
17,0.4,9,0,0,5
26,0.9,32,0,1,5
17,0.5,18,0,0,5
26,1,27,0,1,5
42,0.8,55,0.00100017,1,5
27,0.1,2,0,0,5
27,0.2,2,0,0,5
27,0.3,5,0.000999928,0,5
17,0.6,25,0.000999928,1,5
27,0.4,6,0,0,5
27,0.5,12,0,0,5
17,0.7,27,0,1,5
27,0.6,23,0,0,5
17,0.8,22,0,1,5
61,0.9,69,0.00200009,1,5
27,0.7,42,0,1,5
17,0.9,22,42,0.000999928,1,5
0.9,50,0.00199986,1,5
17,1,18,0,1,5
18,0.1,4,0,0,5
18,0.2,2,0,0,5
27,0.8,36,0,1,5
18,0.3,3,0,0,5
18,0.4,4,0,0,5
18,27,0.5,25,0.9,35,0.00100017,0,5
0.00100017,1,5
42,1,43,0.00100017,1,5
43,0.1,4,0,0,5
61,1,62,0.00200009,1,5
27,1,28,0,1,5
18,0.6,35,0,1,5
28,0.1,3,0,0,5
62,0.1,2,0,0,5
43,0.2,7,0,0,5
28,0.2,5,0,0,5
18,0.7,26,0,1,5
62,0.2,3,0,0,5
28,0.3,5,0,0,5
43,0.3,7,0.000999928,0,5
28,0.4,8,0.000999928,0,5
18,0.8,25,0.000999928,1,5
81,0.7,116,0.00600004,1,5
62,0.3,12,0.000999928,0,5
43,0.4,7,0,0,5
18,0.9,21,0,1,5
28,0.5,23,0,0,5
18,1,19,0,1,5
62,0.4,6,0,0,5
19,0.1,1,0,0,5
19,0.2,3,0,0,5
28,0.6,15,0,0,5
19,0.3,6,0.000999928,0,5
19,0.4,9,0,0,5
19,0.5,16,0,0,5
43,0.5,30,0.000999928,0,5
28,0.7,43,0.000999928,1,5
62,0.5,21,0.000999928,0,5
19,0.6,26,0,0,5
28,0.8,40,0.00100017,1,5
19,0.7,26,0.00100017,1,5
28,0.9,34,0,1,5
19,0.8,26,0,1,5
28,1,29,0,1,5
29,0.1,2,0,0,5
19,0.9,23,0,1,5
43,0.6,48,29,0.2,2,0,0,5
0.00100017,0,5
29,0.3,7,0.000999928,0,5
19,1,20,0.000999928,1,5
20,0.1,3,0,0,5
20,0.2,2,0,0,5
29,0.4,10,0,0,5
20,0.3,7,0,0,5
20,0.4,7,0,0,5
29,0.5,21,0,0,5
20,0.5,15,0,0,5
81,0.8,103,0.00399995,1,5
20,0.6,26,0.000999928,1,5
29,0.6,24,0.000999928,0,5
43,0.7,65,0.00199986,1,5
20,0.7,37,0,1,5
29,0.7,45,0.000999928,1,5
20,0.8,29,0.000999928,1,5
20,0.9,24,0,1,5
29,20,0.8,38,0,1,50,
21,0,1,5
43,0.8,55,0.000999928,1,5
29,0.9,34,0.00100017,1,5
29,1,30,0,1,5
30,0.1,2,0,0,5
30,0.2,7,0,0,5
30,0.3,5,0,0,5
30,0.4,9,0,0,5
62,0.6,112,0.00500011,1,5
30,0.5,21,0.000999928,0,5
43,0.9,50,0.00200009,1,5
30,0.6,60,0,1,5
81,0.9,91,0.00300002,1,5
30,0.7,44,0.000999928,1,5
43,1,44,0.000999928,1,5
30,0.8,38,0,1,5
44,0.1,3,0,0,5
30,0.9,35,0,1,5
44,0.2,3,0,0,5
30,1,31,0.00100017,1,5
31,0.1,3,0,0,5
44,0.3,8,0.00100017,0,5
31,0.2,3,0,0,5
31,0.3,6,0,0,5
44,0.4,5,0,0,5
31,0.4,12,0,0,5
31,0.5,15,0.000999928,0,5
62,0.7,91,0.00399995,1,5
31,0.6,65,0,1,5
81,1,82,0.00300002,1,5
44,0.5,34,0.000999928,0,5
31,0.7,45,0.000999928,1,5
82,0.1,4,0.000999928,0,5
31,0.8,41,0,1,5
82,0.2,3,0,0,5
44,0.6,29,0.00200009,0,5
31,0.9,38,0.00100017,1,5
82,0.3,4,0.00100017,0,5
31,1,32,0,1,5
32,0.1,2,0,0,5
32,0.2,2,0,0,5
32,0.3,4,0,0,5
32,0.4,16,0,0,5
32,0.5,11,0.000999928,0,5
32,0.6,12,0,0,5
82,0.4,14,0.000999928,0,5
44,0.7,68,0.000999928,1,5
32,0.7,63,0,1,5
62,0.8,80,0.00399995,1,5
32,0.8,43,0.000999928,1,5
32,0.9,37,0,1,5
44,0.8,56,0.00199986,1,5
32,1,33,0.000999928,1,5
33,0.1,4,0,0,5
33,0.2,8,0,0,5
33,0.3,5,0,0,5
33,0.4,8,0,0,5
82,0.5,33,0.00199986,0,5
33,0.5,26,0.00100017,0,5
44,0.9,50,0.00100017,1,5
33,0.6,28,0,0,5
62,0.9,70,0.00300002,1,5
33,0.7,65,0.000999928,1,5
33,0.8,42,0,1,5
44,1,45,0.000999928,1,5
45,0.1,2,0.000999928,0,5
45,0.2,3,0,0,5
33,0.9,41,0.000999928,1,5
45,0.3,5,0,0,5
45,0.4,7,0,0,5
33,1,34,0,1,5
34,0.1,2,0.00100017,0,5
34,0.2,3,0,0,5
34,0.362,1,63,0.00200009,1,5
45,0.5,20,0.00100017,0,5
63,0.1,3,0,0,5
34,0.4,35,0,0,5
63,0.2,5,0,0,5
34,0.5,16,0.000999928,0,5
63,0.3,6,0.000999928,0,5
34,0.6,60,0,1,5
45,0.6,88,0.000999928,1,5
63,0.4,11,0,0,5
34,0.7,52,0.000999928,1,5
63,0.5,12,0.000999928,0,5
45,34,0.8,45,0.7,70,0.00100017,1,5
0.00200009,1,5
34,0.9,40,0,1,5
34,1,35,0,1,5
45,0.8,57,0,1,5
35,0.1,2,0.000999928,0,5
35,0.2,3,0,0,5
35,0.3,5,0,0,5
82,0.6,99,0.00800014,0,5
35,0.4,6,0,0,5
35,0.5,13,0.000999928,0,5
45,0.9,52,0.00199986,1,5
35,0.6,24,0,0,5
45,63,1,47,0.6,121,0.00100017,1,5
0.00400019,1,5
35,0.7,51,0.00100017,1,5
46,0.1,2,0,0,5
46,0.2,2,0.000999928,0,5
46,0.3,4,0,0,5
35,0.8,46,0.000999928,1,5
46,0.4,15,0.000999928,0,5
35,0.9,42,0.000999928,1,5
82,0.7,109,0.00499988,1,5
46,0.5,25,0.000999928,0,5
35,1,36,0.000999928,1,5
36,0.1,2,0,0,5
36,0.2,4,0.00100017,0,5
36,0.3,7,0,0,5
63,0.7,92,0.00399995,1,5
36,0.4,11,0,0,5
36,0.5,24,0.000999928,0,5
46,0.6,116,0.00300002,1,5
36,0.6,68,0.00200009,1,5
82,0.8,102,0.00400019,1,5
63,0.8,78,0.00399995,1,5
36,0.7,65,0.000999928,1,5
46,0.7,72,0.00200009,1,5
36,0.8,47,0.000999928,1,5
46,0.8,61,0.00200009,1,5
36,0.9,42,0.00100017,1,5
36,1,37,0.000999928,1,5
63,0.9,71,0.00300002,1,5
37,0.1,3,0,0,5
46,0.9,52,0.000999928,1,5
37,0.2,5,0,0,5
37,0.3,6,0.000999928,0,5
37,0.4,8,0,0,5
46,1,47,0.000999928,1,5
47,0.1,2,0,0,5
82,0.9,94,0.00499988,1,5
47,0.2,4,0,0,5
47,0.3,9,0.000999928,0,5
63,1,65,0.00199986,1,5
37,0.5,27,0.000999928,0,5
47,0.4,5,0,0,5
64,0.1,2,0,0,5
64,0.2,6,0,0,5
64,0.3,3,0.00100017,0,5
37,0.6,59,0.00100017,0,5
47,0.5,57,0.00100017,0,5
64,0.4,17,0,0,5
37,0.7,62,0.000999928,1,5,0.5,12,0.000999928,0,5
47,0.6,104,0.00199986,1,5
37,0.8,51,0.000999928,1,5
47,37,0.7,70,0.00100017,1,0.95,45,0.00100017,1,5
37,1,38,0.000999928,1,5
38,0.1,2,0,0,5
82,1,83,0.00600004,1,5
38,0.2,4,0,0,5
38,0.3,7,0,0,5
47,83,0.1992,39,,,0.00199986,1,5
.000999928,,0,5
38,0.4,8,0.000999928,0,5
83,0.2,4,0,0,5
64,0.6,100,0.00500011,1,5
38,0.5,23,0.00100017,0,5
47,0.9,54,0.00100017,1,5
83,0.3,6,0.000999928,0,5
38,0.6,68,0.000999928,1,5
83,0.4,8,0.000999928,0,5
47,1,48,0.00199986,1,5
48,0.1,5,0,0,5
38,0.7,61,0.00200009,1,5
48,0.2,2,0.00100017,0,5
48,0.3,4,0,0,5
48,0.4,11,0.000999928,0,5
38,0.8,50,0.000999928,1,5
64,0.7,93,0.00399995,1,5
83,0.5,21,0.00300002,0,5
48,0.5,22,0.000999928,0,5
38,0.9,44,0.000999928,1,5
38,1,39,0.000999928,1,5
39,0.1,2,0,0,5
48,0.6,30,0.000999928,0,5
39,0.2,2,0,0,5
39,0.3,7,0.00100017,0,5
39,0.4,8,0,0,5
64,0.8,84,0.00399995,1,5
48,0.7,69,0.00200009,1,5
39,0.5,68,0.00199986,0,5
48,0.8,65,0.000999928,1,5
64,0.9,75,0.00200009,1,5
39,0.6,60,0.00100017,1,5
48,0.9,54,0.00100017,1,5
48,1,49,0.000999928,1,5
49,0.1,2,0.000999928,0,5
64,1,65,0.00199986,1,5
49,0.2,3,0,0,5
39,0.7,57,0.00199986,1,5
65,0.1,2,0,0,5
49,0.3,6,0,0,5
49,0.4,7,0,0,5
65,0.2,6,0,0,5
65,0.3,4,0.00100017,0,5
49,0.5,23,0.00100017,0,5
39,0.8,52,0.00100017,1,5
65,0.4,12,0.000999928,0,5
39,0.9,47,0.00199986,1,5
65,0.5,26,0.000999928,0,5
49,0.6,102,0.00199986,1,5
39,1,40,0.000999928,1,5
40,0.1,2,0,0,5
40,0.2,3,0,0,5
83,0.6,227,0.0109999,1,5
40,0.3,6,0,0,5
49,0.7,74,0.00200009,1,5
40,0.4,7,0.00100017,0,5
40,0.5,17,0.000999928,0,5
49,0.8,64,0.000999928,1,5
40,0.6,74,0.000999928,1,5
49,0.9,58,0.00200009,1,5
65,0.6,170,0.00600004,1,5
40,0.7,67,0.00200009,1,5
49,1,50,0.00199986,1,5
50,0.1,2,0,0,5
50,0.2,2,0,0,5
40,0.8,51,0.000999928,1,5
50,0.3,4,0.00100017,0,5
83,0.7,116,0.00700021,1,5
50,0.4,14,0,0,5
40,0.9,46,0.00100017,1,5
65,0.7,94,0.00300002,1,5
40,1,41,50,0.00199986,1,5
0.5,22,0.00199986,0,5
50,0.6,104,0.00200009,1,5
65,0.8,81,0.00399995,1,5
50,0.7,78,0.000999928,1,5
50,0.8,62,0.000999928,1,5
50,0.9,58,0.00100017,1,5
83,0.8,101,0.00699997,1,5
65,0.9,74,0.00300002,1,5
50,1,51,0.000999928,1,5
51,0.1,2,0.000999928,0,5
51,0.2,2,0,0,5
51,0.3,15,0,0,5
51,0.4,8,0.00100017,0,5
51,0.5,23,0,0,5
65,1,67,0.00399995,1,5
66,0.1,4,0,0,5
66,0.2,3,0.00100017,0,5
83,0.9,93,0.00600004,1,5
66,0.3,5,0,0,5
51,0.6,111,0.00399995,1,5
66,0.4,20,0.00199986,0,5
51,0.7,85,0.000999928,1,5
66,0.5,11,0.000999928,0,5
83,1,84,0.00299978,1,5
51,0.8,61,0.00200009,1,5
84,0.1,2,0.00100017,0,5
84,0.2,7,0,0,5
51,0.9,59,0.000999928,1,5
84,0.3,7,0.000999928,0,5
51,1,53,0.000999928,1,5
84,0.4,9,0.000999928,0,5
52,0.1,2,0,0,5
52,0.2,4,0,0,5
52,0.3,5,0,0,5
52,0.4,7,0.00100017,0,5
84,0.5,22,52,0.00200009,0,5
0.5,25,0.000999928,0,5
66,0.6,116,0.00600004,1,5
52,0.6,54,0.000999928,0,5
52,0.7,74,0.00200009,1,5
52,0.8,65,0.000999928,1,5
52,0.9,60,0.000999928,1,5
66,0.7,102,0.00500011,1,5
52,1,53,0.00100017,1,5
53,0.1,3,0,0,5
53,0.2,4,0.000999928,0,5
53,0.3,4,0,0,5
53,0.4,10,0,0,5
53,0.5,24,0.000999928,0,5
53,0.6,47,0.00100017,0,5
66,0.8,86,0.00399995,1,5
84,0.6,210,0.0109999,1,5
53,0.7,98,0.00199986,1,5
